"id","category","question","answer","origin","date","url"
768,"","How are the key materials protected in use?","Most of the logic for the Google hypervisor is located in userspace. The userspace portion is ptrace-sandboxed, and hardened to exploits. Both the userspace and kernel pieces of the hypervisor are monitored for suspicious activity. Over the years, Google has done extensive security investigations of our Hypervisor, including security design review, fuzzing, and code reviews.

We are open to a detailed discussion with our security team upon request.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
769,"","Which certificate authority(CA) do you use? What digital signature algorithms are used to sign your certificate?","The Google Internet Authority G2 issues digital certificates for Google web sites and properties. Website here:

https://pki.google.com/ 

Permissable signing algorithms are documented in Appendix B of the Certification Practices Statement here:

https://static.googleusercontent.com/media/pki.google.com/en//GIAG2-CPS-1.3.pdf","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
770,"","What is your key rotation method?","Keys are rotated at different intervals depending on the Google Cloud service. We can provide a discussion on how this works if interested.
In Cloud KMS, you will be able to rotate keys at will or at a fixed time interval.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
771,"","Have you tested the documented key rotation method?","Key rotation processes are regularly tested as part of Google Disaster and Recovery tests","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
772,"","What is your key revocation/destruction method?","We can provide a discussion on how this works if interested.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
773,"","What is your key backup process?","We can provide a discussion on how this works if interested.
In Cloud KMS, we are examining how to enable customers to back up their own keys.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
774,"","What is your key restoration process?","We can provide a discussion on how this works if interested.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
775,"","Have you tested the documented restoration process?","Yes, Google runs annual tests as part of disaster recovery program which simulates catastrophic events impacting engineering operations.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
776,"","Do you define a key hierarchy to minimize the chance of massive data compromise?","Yes, Google maintains both Data Encryption Keys (DEK) and Key Encryption Keys (KEK) as part of its key hierarchy.
Both CSEK and Cloud KMS are meant to manage KEK.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
777,"","What is your key hierarchy structure which typically involves key encryption keys (KEK) and data encryption keys (DEK)?","Data is encrypted with a Data Encryption Key (DEK), wrapped with a Key Encryption Key (KEK). These KEK are stored in a central keystore. We can provide a discussion on how the keystore and the root of trust are managed, if interested.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
778,"","At what level, Is the encryption applied, disk vs. OS vs. database vs. application?","Several layers of encryption at rest are used to protect data stored in Google Cloud Products. At least one of distributed file system level encryption or database and file storage level encryption is in place for all files; and hardware level encryption is in place for almost all files.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
779,"","If you apply encryption at application level, how do you ensure that the essential business functions like searching and sorting are preserved?","Google is experimenting with functional application layer encryption, for example with our open-sourced Encrypted BigQuery client: https://github.com/google/encrypted-bigquery-client","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
780,"","What is your HA/DR and anti-DDoS arrangement to ensure that key materials and/or crypto services are being made available?","Google's central keystore has one of the highest availability requirements of any service. It is only internally accessible.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
781,"","What is your process of responding to ""data subpoena"" requests?","Google's process for handling law enforcement requests is detailed here: 

http://www.google.com/transparencyreport/userdatarequests/legalprocess/","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
782,"","Does Fidelity understand and document what theoretical possibilities in a CSP-participated effort (e.g. national security letter) to gain unauthorized data access?","Google's process for handling law enforcement requests is detailed here: 

http://www.google.com/transparencyreport/userdatarequests/legalprocess/","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
783,"","Do you have a SSDLC process?  (for details, see SSDLC section)","Yes, Google's security and development process is documented in the Google Security Whitepaper available here:

https://cloud.google.com/security/whitepaper","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
784,"","Can NAT be used to separate network connectivity flow between customer and CSP networks","Yes, Google offers a range of connectivity options between a customer and our networks.  NATing as described in this question is definitely supported. 

See the following resources for more information: 
https://cloud.google.com/products/networking/
https://cloud.google.com/virtual-network/
https://cloud.google.com/compute/docs/networking
https://cloud.google.com/docs/enterprise/best-practices-for-enterprise-organizations#a_virtual_firewall_and_routes_control_all_network_access","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
785,"","Can the CSP ensure symmetrically routed traffic between themselves and Fidelity?","Yes, See: 

https://cloud.google.com/compute/docs/cloudrouter#cloud_router_for_vpns_with_subnetworks","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
786,"","Can separate security policies be maintained within a CSP across different services or instances?","Yes, Google supports this functionality via our IAM capability, which allow customers to assign role based access controls in an organizational hierarchy. 

See: 
https://cloud.google.com/iam/","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
787,"","Can inbound connections to the CSP from the FMN be constrained to specific server IP addresses and ports?","Yes, Inbound connections can be controlled via network firewalls for any compute resources. 

See: 
https://cloud.google.com/compute/docs/networking","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
788,"","Can outbound connections from the CSP to the FMN be constrained to specific server IP addresses and ports?","Yes, Outbound connections can be controlled with a combination of routing rules restricting traffic, and an installation of IPTables on VMs running in our compute engine environment. 

See: 
https://cloud.google.com/docs/enterprise/best-practices-for-enterprise-organizations#use_projects_to_fully_isolate_resources","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
